image_link,question,answer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940584279008958_0.jpg,What type of bricks are mentioned in the description?,traditional bricks
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940584279579579_0.jpg,What type of cheese is featured alongside ham and tomatoes?,white cheese
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940584279579579_0.jpg,What drink is suggested to indicate a festive occasion?,champagne
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940584279579579_0.jpg,What type of blouse is the woman in the photo wearing?,white blouse
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594272033530_0.jpg,What significant international tournament is the player participating in?,World Cup
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594272033530_0.jpg,What color is the player's team uniform?,red with yellow accents
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594272033530_0.jpg,What is the player's team number?,6
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594273100291_0.jpg,What type of artistic representation does the wood resemble?,a human face
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594273100291_0.jpg,What material is used for the nose of the face?,red wood
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594273100291_0.jpg,What type of structure is depicted atop the wooden piece?,a cap
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594276480611_0.jpg,Who is the prominent Spanish actress in the photo?,Penélope Cruz
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594276480611_0.jpg,What type of event does the setting suggest?,red carpet event
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594276480611_0.jpg,What color is Penélope Cruz's dress?,striking blue
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594277917908_0.jpg,What is the King's full name?,María Nora Hoy
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594277917908_0.jpg,What color is the tie he is wearing?,blue with white polka dots
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865940594277917908_0.jpg,During which years did he serve as Prime Minister?,2011 until 2018
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271069432_0.jpg,What Indian beverage made with milk is typically colored pink?,rose milk
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271069432_0.jpg,What cultural significance do the two types of glasses have?,featured in a song
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271404586_0.jpg,What event indicates recent development at the station?,a growth banner
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271404586_0.jpg,Who is mentioned in relation to the station's rain preparedness?,Kamarajar
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271482095_0.jpg,What specific ingredient is covered with plastic?,king's potato
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271482095_0.jpg,Who is the person seated in the background?,Vikram
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271526404_0.jpg,What type of flatbread is served with the meal?,chapati
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271526404_0.jpg,What southern Indian vegetable dish is included?,Colombo subji
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271526404_0.jpg,What type of lentil stew is mentioned?,sambhar
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271526404_0.jpg,What is the rich meat dish mentioned with gravy?,mutton curry
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271567243_0.jpg,What type of tree represents a connection to community in the scene?,a village tree
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271567243_0.jpg,What kind of ecosystem does the lush greenery resemble?,a well-maintained garden
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271567243_0.jpg,What detail hints at decay in a lively setting?,a lifeless branch
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271608414_0.jpg,What interactive element is mentioned regarding the conch shell?,blowing into the conch shell
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271608414_0.jpg,What significant deity is enshrined in the temple?,a large deity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271608414_0.jpg,What aspect associated with the temple suggests dietary practices?,vegetarian aspect
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271666248_0.jpg,What cultural attire do many individuals wear in the scene?,white attire
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834271666248_0.jpg,What type of trees are visible in front of the station?,three prominent trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834272648564_0.jpg,What color fabric is wrapped around the bells?,vibrant red material
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834272648564_0.jpg,What decorations adorn the red fabric around the bells?,gold-colored embellishments
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834272648564_0.jpg,What is the significance of the bells' arrangement?,offering to a deity
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834272953332_0.jpg,What is the name of the dance form she is performing?,Bharatanatyam
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834272953332_0.jpg,What traditional accessory is she wearing to enhance her attire?,a traditional necklace
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834272953332_0.jpg,What floral decoration is in her hair?,flowers
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834273282614_0.jpg,What traditional garment is the woman wearing?,a shawl
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834273282614_0.jpg,What does the display symbolize about the past?,lifestyle of ancient times
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834273282614_0.jpg,What architectural features are on the model house?,triangular roofs
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834273285626_0.jpg,What traditional celebration do the attendees seem to represent from the Southern regions of India?,a sport event
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834273285626_0.jpg,What does Mark throw at the fallen individuals?,orange peels
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834273684568_0.jpg,What time of day is indicated by the soft lighting?,morning hours
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834273684568_0.jpg,What natural features surround the rocky terrain?,various trees
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834274550467_0.jpg,What event is energizing the crowd in the stadium?,a football match
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834274550467_0.jpg,What signifies team affiliations among the spectators?,distinctive bandanas
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834274802146_0.jpg,Who ceremoniously cut the ribbon to mark the sports area opening?,Harbhajan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834274802146_0.jpg,What type of fruit symbolizes hospitality at the gathering?,fresh dates
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834274802146_0.jpg,What is the color of the vibrant snacks presented on the table?,red
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834275020079_0.jpg,What does the extruder resemble?,a noodle maker
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834275020079_0.jpg,What color is the handle of the extruder?,brass color
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834275020079_0.jpg,What type of noodles are highlighted in the scene?,"fried noodles, sev"
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834275139325_0.jpg,What traditional dish are the potatoes being prepared for?,Thiruvaiyin
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834275139325_0.jpg,What is the spiced lentil soup that requires garlic and onions?,sambar
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834275139325_0.jpg,What essential step is taken for dessert preparation in Indian cooking?,cooling overnight
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834276479217_0.jpg,Who commissioned the Taj Mahal?,Shah Jahan
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834276479217_0.jpg,What was the Taj Mahal built in memory of?,Mumtaz Mahal
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834276479217_0.jpg,What local transportation method is evident in the foreground?,bicycles
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834277229335_0.jpg,What city in India is mentioned where the auto rickshaw is commonly seen?,Chennai
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834277229335_0.jpg,What whimsical elements resemble black sheep in the scene?,decorative elements
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834278015260_0.jpg,What are the passengers primarily engaged in during the train ride?,reading materials
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834278015260_0.jpg,Who is overseeing the passengers in the train compartment?,a conductor or staff member
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834279086633_0.jpg,What traditional headwear are many worshippers wearing?,hats
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834279086633_0.jpg,What is the significance of kneeling in the mosque?,an act of prayer
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834279573677_0.jpg,What type of fruit is featured on the tree?,mangoes
https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834279573677_0.jpg,What city in Tamil Nadu is mentioned for its harvesting practices?,Madurai
